"","SN","Source","WHO_REGION","Region","Country","ISO3","ISO2","ADMIN1","ADMIN1ID","ADMIN2","ADMIN2ID","IU_NAME","IU_ID","Location","SiteID","Longitude","Latitude","Georeliability","Location_type","Survey_type","Year","Age_start","Age_end","HK_examined","HK_positive","HK_prevalence","Asc_examined","Asc_positive","Asc_prevalence","TT_examined","TT_positive","TT_prevalence"
"853",25288,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Zoegeh",39224,"Nimba",26829,"Sangaplay Public School",NA,-8.674027778,7.107194444,3,NA,"Mapping",2012,10,14,30,0,0,30,1,0.033333333,30,0,0
"854",25289,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Zoegeh",39224,"Nimba",26829,"Sangarmamie Elementary School",NA,-8.724138889,6.934027778,3,NA,"Mapping",2012,10,14,30,3,0.1,30,5,0.166666667,30,0,0
"855",25290,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Gbehlageh",39219,"Nimba",26829,"Sarkolay",NA,-8.47325,7.320111,3,NA,"Mapping",2012,10,14,30,11,0.366666667,29,2,0.068965517,29,2,0.068965517
"856",25291,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Tappita",39222,"Nimba",26829,"Sarlay Public School",NA,-8.6057607,6.8046006,1,NA,"Mapping",2012,11,14,30,6,0.2,30,7,0.233333333,30,0,0
"857",25292,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Zoegeh",39224,"Nimba",26829,"Sawkauplay Public School",NA,-8.356638,6.86805,3,NA,"Mapping",2012,10,14,30,8,0.266666667,30,6,0.2,30,0,0
"858",25293,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Saclepea-Mah",39220,"Nimba",26829,"Sehwee Public School",NA,-8.9452344,7.0300749,1,NA,"Mapping",2012,10,14,30,6,0.2,30,9,0.3,30,0,0
"859",25294,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Sanniquelleh-Mahn",39221,"Nimba",26829,"Sevi-Gen",NA,-8.6879166,7.4103888,3,NA,"Mapping",2012,10,14,30,6,0.2,29,1,0.034482759,30,0,0
"860",25295,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Zoegeh",39224,"Nimba",26829,"Sia- Kwado Publicschool",NA,-8.630694444,7.121777778,3,NA,"Mapping",2012,10,14,30,4,0.133333333,30,0,0,30,0,0
"861",25296,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Gbehlageh",39219,"Nimba",26829,"Siawayplay Public School",NA,-8.39325,6.94958,3,NA,"Mapping",2012,10,14,30,15,0.5,30,3,0.1,30,1,0.033333333
"862",25297,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Sanniquelleh-Mahn",39221,"Nimba",26829,"St .martins",NA,-8.53713888,7.57413888,3,NA,"Mapping",2012,10,14,30,0,0,30,0,0,30,1,0.033333333
"863",25298,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Tappita",39222,"Nimba",26829,"St Francis Catholic High School",NA,-8.863472222,6.484944444,3,NA,"Mapping",2012,10,14,30,4,0.133333333,29,5,0.172413793,30,0,0
"864",25299,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Sanniquelleh-Mahn",39221,"Nimba",26829,"St. Emmanuel Kutheran Elementary & Junior High School",NA,-8.98394,7.241527,3,NA,"Mapping",2012,10,14,30,3,0.1,30,2,0.066666667,30,0,0
"865",25300,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Sanniquelleh-Mahn",39221,"Nimba",26829,"St. Francis",NA,-8.5586944,7.5444444,3,NA,"Mapping",2012,10,14,30,5,0.166666667,30,3,0.1,30,0,0
"866",25301,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Sanniquelleh-Mahn",39221,"Nimba",26829,"St. Lawrence Catholic School",NA,-8.9813805,7.22333,3,NA,"Mapping",2012,10,14,30,4,0.133333333,30,2,0.066666667,30,0,0
"867",25302,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Gbehlageh",39219,"Nimba",26829,"Suakarzwe",NA,-8.62891666,7.36922222,3,NA,"Mapping",2012,10,14,30,6,0.2,30,0,0,30,0,0
"868",25303,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Zoegeh",39224,"Nimba",26829,"Tahnplay Public School",NA,-8.478944444,6.902138889,3,NA,"Mapping",2012,10,14,30,7,0.233333333,30,5,0.166666667,30,0,0
"869",25305,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Tappita",39222,"Nimba",26829,"Tappeh Elementary and Junior High School",NA,-8.906472222,6.4585,3,NA,"Mapping",2012,11,14,30,2,0.066666667,30,6,0.2,30,0,0
"870",25308,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Zoegeh",39224,"Nimba",26829,"Tiapa Public School",NA,-8.7336628,7.1266102,1,NA,"Mapping",2012,10,14,30,1,0.033333333,30,4,0.133333333,30,0,0
"871",25309,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Sanniquelleh-Mahn",39221,"Nimba",26829,"Tonzolomon Public School",NA,-9.0500002,7.1999998,3,NA,"Mapping",2012,10,14,30,1,0.033333333,30,0,0,30,0,0
"872",25310,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Tappita",39222,"Nimba",26829,"Toweh Memorial Elementary School",NA,-8.6685,6.7105,3,NA,"Mapping",2012,10,14,30,2,0.066666667,30,4,0.133333333,30,0,0
"873",25312,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Sanniquelleh-Mahn",39221,"Nimba",26829,"True Vine Pre-Primary",NA,-8.71197222,7.36958333,3,NA,"Mapping",2012,10,13,29,6,0.206896552,30,0,0,30,0,0
"874",25313,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Saclepea-Mah",39220,"Nimba",26829,"Tunukpuyee Public School",NA,-9.008,7.093,3,NA,"Mapping",2012,10,14,30,3,0.1,30,1,0.033333333,30,0,0
"875",25314,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Sanniquelleh-Mahn",39221,"Nimba",26829,"Ulica-Ganta",NA,-8.98527,7.2357275,1,NA,"Mapping",2012,10,14,30,3,0.1,30,2,0.066666667,30,0,0
"876",25316,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Sanniquelleh-Mahn",39221,"Nimba",26829,"United Methodist",NA,-8.977015,7.2357047,1,NA,"Mapping",2012,10,14,30,3,0.1,30,1,0.033333333,30,0,0
"877",25317,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Sanniquelleh-Mahn",39221,"Nimba",26829,"Vehyipa",NA,-8.70413888,7.37655555,3,NA,"Mapping",2012,10,14,29,10,0.344827586,30,2,0.066666667,30,0,0
"878",25318,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Saclepea-Mah",39220,"Nimba",26829,"Venn Town Public School",NA,-9.0750788,7.107383,1,NA,"Mapping",2012,10,14,30,7,0.233333333,30,7,0.233333333,30,0,0
"879",25319,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Yarwein-Mehnsohnnoh",39223,"Nimba",26829,"Voi Memorial Public",NA,-9.089888889,6.682722222,3,NA,"Mapping",2012,10,14,30,3,0.1,30,7,0.233333333,30,0,0
"880",25322,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Saclepea-Mah",39220,"Nimba",26829,"Wehdehleh Memorial School",NA,-8.9831388,6.81625,3,NA,"Mapping",2012,10,14,30,1,0.033333333,30,6,0.2,30,0,0
"881",25323,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Saclepea-Mah",39220,"Nimba",26829,"William K. Tolbert",NA,-8.8385,6.971416667,3,NA,"Mapping",2012,10,14,30,6,0.2,30,8,0.266666667,30,0,0
"882",25324,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Yarwein-Mehnsohnnoh",39223,"Nimba",26829,"Wonyen Mem Elem School",NA,-9.054444444,6.705472222,3,NA,"Mapping",2012,10,14,30,4,0.133333333,30,6,0.2,30,0,0
"883",25326,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Gbehlageh",39219,"Nimba",26829,"Yarmie Community School",NA,-8.4467777,7.3409722,3,NA,"Mapping",2012,10,14,30,10,0.333333333,30,0,0,30,0,0
"884",25327,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Tappita",39222,"Nimba",26829,"Yea Yen Pea Public School",NA,-8.735833333,6.482777778,3,NA,"Mapping",2012,10,14,30,4,0.133333333,30,9,0.3,30,0,0
"885",25328,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Gbehlageh",39219,"Nimba",26829,"Yeaplay Public School",NA,-8.426056,7.362278,3,NA,"Mapping",2012,10,14,30,12,0.4,30,1,0.033333333,30,0,0
"886",25329,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Zoegeh",39224,"Nimba",26829,"Yenpa Public School",NA,-8.757444444,7.080083333,3,NA,"Mapping",2012,10,14,30,7,0.233333333,30,0,0,30,0,0
"887",25330,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Saclepea-Mah",39220,"Nimba",26829,"Yileh Community School",NA,-8.835138889,6.969194444,3,NA,"Mapping",2012,10,14,30,6,0.2,30,6,0.2,30,0,0
"888",25331,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Tappita",39222,"Nimba",26829,"Yiteepea",NA,-8.5429197,6.7768716,1,NA,"Mapping",2012,10,14,30,3,0.1,30,6,0.2,30,0,0
"889",25334,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Gbehlageh",39219,"Nimba",26829,"Younlay Public School",NA,-8.4491666,7.3110277,3,NA,"Mapping",2012,10,14,30,11,0.366666667,30,1,0.033333333,30,0,0
"890",25337,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Tappita",39222,"Nimba",26829,"Yriah Town School",NA,-8.84725,6.522638889,3,NA,"Mapping",2012,10,14,30,2,0.066666667,30,7,0.233333333,30,0,0
"891",25338,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Yarwein-Mehnsohnnoh",39223,"Nimba",26829,"Zahn-Zagee",NA,-9.092555556,6.50725,3,NA,"Mapping",2012,10,14,30,5,0.166666667,30,5,0.166666667,30,0,0
"892",25339,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Saclepea-Mah",39220,"Nimba",26829,"Zarsonnon Public School",NA,-9.027583333,7.07425,3,NA,"Mapping",2012,10,14,30,7,0.233333333,30,4,0.133333333,30,0,0
"893",25340,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Zoegeh",39224,"Nimba",26829,"Zayglay Public School",NA,-8.7364157,7.0679585,1,NA,"Mapping",2012,10,14,30,1,0.033333333,30,0,0,30,0,0
"894",25341,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Saclepea-Mah",39220,"Nimba",26829,"Zehneh School",NA,-8.9766674,6.8152781,3,NA,"Mapping",2012,10,14,28,5,0.178571429,29,11,0.379310345,30,1,0.033333333
"895",25343,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Zoegeh",39224,"Nimba",26829,"Zontuo Public School",NA,-8.762277778,6.9795,3,NA,"Mapping",2012,10,14,30,3,0.1,30,2,0.066666667,30,0,0
"896",25344,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Gbehlageh",39219,"Nimba",26829,"Zorgan Public School",NA,-8.5163611,7.3586944,3,NA,"Mapping",2012,10,14,30,6,0.2,30,3,0.1,30,1,0.033333333
"897",25345,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Gbehlageh",39219,"Nimba",26829,"Zorgowee Public School",NA,-8.5844644,7.3383383,1,NA,"Mapping",2012,10,14,30,8,0.266666667,30,2,0.066666667,30,1,0.033333333
"898",25346,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Zoegeh",39224,"Nimba",26829,"Zotah Public School",NA,-8.731388889,7.025555556,3,NA,"Mapping",2012,10,14,30,6,0.2,30,2,0.066666667,30,0,0
"899",25347,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Gbehlageh",39219,"Nimba",26829,"Zualay",NA,-8.5168371,7.3928066,1,NA,"Mapping",2012,10,14,30,5,0.166666667,30,4,0.133333333,30,2,0.066666667
"900",25349,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Nimba",2757,"Zoegeh",39224,"Nimba",26829,"Zuoplay Elem. Semf Jr. High",NA,-8.7075149,7.1124481,1,NA,"Mapping",2012,10,14,30,5,0.166666667,30,2,0.066666667,30,0,0
"901",25350,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Bahn Public School",NA,-9.5013304,5.68536,3,NA,"Mapping",2013,10,15,30,11,0.366666667,30,4,0.133333333,30,0,0
"902",25354,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Bladtoe Public",NA,-9.21659,5.81525,3,NA,"Mapping",2013,10,15,30,5,0.166666667,30,17,0.566666667,30,0,0
"903",25356,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Boboe Town Public",NA,-9.50132,5.68766,3,NA,"Mapping",2013,10,15,30,6,0.2,30,1,0.033333333,30,0,0
"904",25357,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"Boe Town Public",NA,-9.3,6.216667,1,NA,"Mapping",2013,10,15,30,3,0.1,30,6,0.2,30,0,0
"905",25359,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"Boegeezay Public School",NA,-9.27757,6.18267,3,NA,"Mapping",2013,10,14,30,0,0,30,8,0.266666667,30,0,0
"906",25360,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Boequioh Community School",NA,-9.61845,5.52027,3,NA,"Mapping",2013,10,14,30,3,0.1,30,7,0.233333333,30,0,0
"907",25363,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Borkor Point Pub.",NA,-9.5813,5.46993,3,NA,"Mapping",2013,10,15,30,2,0.066666667,30,6,0.2,30,0,0
"908",25364,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Bour Town Public",NA,-9.55979,5.82032,3,NA,"Mapping",2013,10,15,30,2,0.066666667,30,9,0.3,30,0,0
"909",25365,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"Budion Town Public School",NA,-9.41326,6.08958,3,NA,"Mapping",2013,10,15,30,2,0.066666667,30,15,0.5,30,0,0
"910",25366,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Tappita",39222,"Rivercess",26830,"Carwin Pub",NA,-9.15444,6.31174,3,NA,"Mapping",2013,10,15,30,2,0.066666667,30,8,0.266666667,30,0,0
"911",25367,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Cestos United Methodist School",NA,-9.58266,5.47275,3,NA,"Mapping",2013,10,14,30,1,0.033333333,30,5,0.166666667,30,0,0
"912",25368,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Charles Town Community School",NA,-9.62067,5.66345,3,NA,"Mapping",2013,10,15,30,10,0.333333333,30,3,0.1,30,0,0
"913",25369,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"Charlie Town",NA,-9.27605,6.25742,3,NA,"Mapping",2013,10,14,30,3,0.1,30,6,0.2,30,1,0.033333333
"914",25370,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Christian Foundation",NA,-9.61842,5.69284,3,NA,"Mapping",2013,10,15,30,2,0.066666667,30,5,0.166666667,30,0,0
"915",25371,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"Cibor Pub.",NA,-9.40262,6.00253,3,NA,"Mapping",2013,10,15,30,1,0.033333333,30,7,0.233333333,30,0,0
"916",25372,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Cior Public",NA,-9.5793,5.46938,3,NA,"Mapping",2013,10,15,30,0,0,30,12,0.4,30,0,0
"917",25373,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"Congo Town Public School",NA,-9.4465799,5.98562,3,NA,"Mapping",2013,10,14,30,7,0.233333333,30,5,0.166666667,30,0,0
"918",25374,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Dahn Public",NA,-9.17602,5.83094,3,NA,"Mapping",2013,10,15,30,3,0.1,30,13,0.433333333,30,0,0
"919",25375,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Darsaw Town Public School",NA,-9.61878,5.52896,3,NA,"Mapping",2013,10,15,30,0,0,30,12,0.4,30,0,0
"920",25377,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Doewein Public",NA,-9.17593,5.83229,3,NA,"Mapping",2013,10,15,30,4,0.133333333,30,13,0.433333333,30,0,0
"921",25378,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Dorbor Public",NA,-9.3642101,5.8659,3,NA,"Mapping",2013,10,15,30,0,0,30,3,0.1,30,0,0
"922",25379,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Fawein Public School",NA,-9.53122,5.46995,3,NA,"Mapping",2013,10,15,30,0,0,30,3,0.1,30,0,0
"923",25380,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Fred Bernard Elem.",NA,-9.5325499,5.56146,3,NA,"Mapping",2013,10,14,30,1,0.033333333,30,9,0.3,30,1,0.033333333
"924",25382,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Gbagbo Town Pub.",NA,-9.5812902,5.45328,3,NA,"Mapping",2013,10,15,30,2,0.066666667,30,8,0.266666667,30,1,0.033333333
"925",25383,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Gbarsaw Public",NA,-9.62106,5.72065,3,NA,"Mapping",2013,10,15,30,0,0,30,9,0.3,30,0,0
"926",25384,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"Gbarsleh Pub.",NA,-9.2748404,6.22329,3,NA,"Mapping",2013,10,12,30,1,0.033333333,30,5,0.166666667,30,0,0
"927",25385,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Gbediah Public",NA,-9.54311,5.84566,3,NA,"Mapping",2013,10,15,30,0,0,30,5,0.166666667,30,0,0
"928",25388,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Gbloh Public School",NA,-9.59646,5.6939,3,NA,"Mapping",2013,10,14,30,2,0.066666667,30,5,0.166666667,30,0,0
"929",25389,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"Gborgar Town Pub.",NA,-9.28275,6.20813,3,NA,"Mapping",2013,10,13,30,3,0.1,30,8,0.266666667,30,0,0
"930",25392,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"Gbotoe Town Public School",NA,-9.50976,6.05883,3,NA,"Mapping",2013,10,13,30,6,0.2,30,10,0.333333333,30,0,0
"931",25393,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Geedeh Town Public",NA,-9.62304,5.93636,3,NA,"Mapping",2013,10,15,30,7,0.233333333,30,2,0.066666667,30,0,0
"932",25394,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Gleozohn Public School",NA,-9.35882,6.046,3,NA,"Mapping",2013,10,15,30,4,0.133333333,30,5,0.166666667,30,0,0
"933",25395,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"Goah Pub.",NA,-9.40144,6.00359,3,NA,"Mapping",2013,10,13,30,6,0.2,30,5,0.166666667,30,0,0
"934",25396,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"God Blessing Elementary",NA,-9.37063,6.11839,3,NA,"Mapping",2013,10,14,30,1,0.033333333,30,11,0.366666667,30,1,0.033333333
"935",25397,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"District #4",39190,"Rivercess",26830,"Gorzohn Public School",NA,-9.7412095,5.7747355,1,NA,"Mapping",2013,10,14,30,3,0.1,30,4,0.133333333,30,0,0
"936",25398,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Government Central Elementary School",NA,-9.58037,5.47346,3,NA,"Mapping",2013,10,15,30,0,0,30,7,0.233333333,30,0,0
"937",25399,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"Gozohn Pub",NA,-9.2759104,6.27771,3,NA,"Mapping",2013,10,14,30,2,0.066666667,30,2,0.066666667,30,0,0
"938",25400,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"J.l. Travers School System",NA,-9.6055698,5.50037,3,NA,"Mapping",2013,10,15,30,0,0,30,13,0.433333333,30,0,0
"939",25401,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"James Sowec Public",NA,-9.63663,5.87258,3,NA,"Mapping",2013,10,15,30,3,0.1,30,10,0.333333333,30,0,0
"940",25402,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Julu Public",NA,-9.5859098,5.77599,3,NA,"Mapping",2013,10,15,30,4,0.133333333,30,8,0.266666667,30,0,0
"941",25403,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"Kangbo Town  Pub",NA,-9.20244,6.27117,3,NA,"Mapping",2013,10,15,30,1,0.033333333,30,4,0.133333333,30,0,0
"942",25404,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Kardolkpah Public",NA,-9.61513,5.743,3,NA,"Mapping",2013,10,15,30,4,0.133333333,30,8,0.266666667,30,1,0.033333333
"943",25405,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Karhnwhere - i",NA,-9.6252203,5.8978,3,NA,"Mapping",2013,10,15,30,3,0.1,30,10,0.333333333,30,0,0
"944",25406,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Kayah Public -i",NA,-9.5009699,5.68543,3,NA,"Mapping",2013,10,15,30,7,0.233333333,30,6,0.2,30,0,0
"945",25407,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Kayah Public -Ii",NA,-9.66658,5.7511,3,NA,"Mapping",2013,10,15,30,3,0.1,30,9,0.3,30,0,0
"946",25408,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Khanwere Public -Ii",NA,-9.55129,5.70315,3,NA,"Mapping",2013,10,15,30,4,0.133333333,30,2,0.066666667,30,0,0
"947",25409,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Kokoyah",39176,"Rivercess",26830,"Kokoyah Public School",NA,-9.5673479,6.5086937,1,NA,"Mapping",2013,10,15,30,2,0.066666667,30,8,0.266666667,30,0,0
"948",25410,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Kola Tree",NA,-9.58813,5.56818,3,NA,"Mapping",2013,10,14,30,8,0.266666667,30,7,0.233333333,30,0,0
"949",25412,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Kpoh Town United Methodist School",NA,-9.6310501,5.60425,3,NA,"Mapping",2013,10,15,30,3,0.1,30,4,0.133333333,30,0,0
"950",25413,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"Larkpasee Public School",NA,-9.41311,6.08969,3,NA,"Mapping",2013,10,14,30,1,0.033333333,30,7,0.233333333,30,0,0
"951",25415,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Leopara Public School",NA,-9.6185703,5.64222,3,NA,"Mapping",2013,10,15,30,2,0.066666667,30,8,0.266666667,30,0,0
"952",25416,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Lipper Timbo Public School",NA,-9.719956,5.573607,1,NA,"Mapping",2013,10,15,30,3,0.1,30,10,0.333333333,30,0,0
"953",25417,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Logan Town Public",NA,-9.58172,5.45534,3,NA,"Mapping",2013,10,14,30,2,0.066666667,30,9,0.3,30,0,0
"954",25420,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Manoh Public School",NA,-9.62323,5.57098,3,NA,"Mapping",2013,10,15,30,1,0.033333333,30,6,0.2,30,0,0
"955",25421,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Mendeh Public School",NA,-9.62441,5.57356,3,NA,"Mapping",2013,10,15,30,4,0.133333333,30,15,0.5,30,0,0
"956",25422,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Timbo",39228,"Rivercess",26830,"Monweh Public School",NA,-9.35702,6.03141,3,NA,"Mapping",2013,10,15,30,3,0.1,30,8,0.266666667,30,0,0
"957",25423,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Rivercess",2758,"Morweh",39227,"Rivercess",26830,"Nagb0 Town Pub.",NA,-9.2804003,6.19627,3,NA,"Mapping",2013,10,13,30,2,0.066666667,30,3,0.1,30,0,0
